,MosqueName,MosqueAddress
19,Salle de prière foyer,85 Rue Félix Ménitre - 44000 NANTES
0,Centre Culturel et Cultuel de Trélazé,"59, rue des Longs Boyeaux - 49800 TRÉLAZÉ"
1,Mosquée de la Roseraie,5 rue Marc-Sangnier - 49000 ANGERS
2,Mosquée,"10, avenue du Chêne Rond - 49300 CHOLET"
3,Mosquée Omar,"666, rue Robert Amy - 49400 SAUMUR"
4,Mosquée,"12, square saint-Gildas - 49300 CHOLET"
5,Mosquée,"2, rue de Jérusalem - 49000 ANGERS"
6,Mosquée,"53, rue Parmentier - 49000 ANGERS"
7,Mosquée d'Angers,"35, Rue SAINT-EXUPERYANGERS - 49000 ANGERS"
8,Mosquée Al Rahma,Rue Jean XXIII - 49300 CHOLET
9,Mosquée Cite Breton,12 Square St Gildas - 49300 CHOLET
10,Mosquée Abou Bakr Sidiq,Boulevard du Doyenné - 49100 ANGERS
11,Salle de prière,2 Rue de Jérusalem - 49000 ANGERS
12,Mosquée Aksemseddin,Rue des Longs Boyaux - 49000 ANGERS
0,Mosquée Essalam,Rue Jean-Baptiste Lafosse - 53000 LAVAL
1,Association islam sans Frontière,Chemin de la Fuye - 53000 LAVAL
2,Salle de prière,23 Place Saint Tugal - 53000 LAVAL
3,Salle de prière,20 Rue Victor Hugo - 53000 LAVAL
0,Mosquée,"39, rue Docteur Calmette - 72000 LE MANS"
1,Mosquée,"15, rue Raphael - 72000 LE MANS"
2,Mosquée,"17, allée Gouillard - 72000 LE MANS"
3,Mosquée Du Mans,Avenue Rambrandt - 72000 LE MANS
4,Mosquée,rue Georges Bizet - 72700 ALLONNES
5,Mosquée d'Allones,5 Rue Maurice Ravel - 72700 ALLONNES
6,Mosquée El-Fath ,Rue Léopold Gouloumès - 72470 CHAMPAGNÉ
7,Mosquée des sablons,Rue de la Bertinière - 72100 LE MANS
8,Mosquée Salman El-Farissi,Allée Goya - 72100 LE MANS
9,Association culturelle et Islamique des Turques de la Sarthe,39 Rue du Docteur Calmette - 72100 LE MANS
10,Salle de prière,124 Av Félix Guesneslay - 72000 LE MANS
0,Mosquée de la ROCHE SUR YON,21 RUE PIERRE BACQUA - 85000 LA ROCHE SUR YON
1,Mosquée La Roche Sur Yon,38 Rue Pierre Bacqua - 85000 LA ROCHE-SUR-YON
2,Mosquée Al Hijra, - 85000 LA ROCHE SUR YON
0,Mosquée Soissons,38 Av de Pasly B.P.63 - 02200 SOISSONS
1,Mosquée Charly-sur-Marne,"12, rue Louis Martin - 02310 CHARLY-SUR-MARNE"
2,Mosquée Salam,4 rue la paix - 02300 CHAUNY
3,Mosquée,14 chemin de la Marlière - 02600 VILLERS COTTERETS
4,Mosquée,"45, rue Mistral - 02100 SAINT QUENTIN"
5,Mosquée,"12, Boulevard Presles - 02200 SOISSONS"
6,Mosquée Annour,"81, avenue Charles de Gaulle - 02000 LAON"
7,Mosquée ER-RAHMA,"158, rue Jean Baptiste Charlet - 02230 FRESNOY LE GRAND"
8,Mosquée De Fresnoy,rue Brancourt - 02230 FRESNOY LE GRAND
9,Mosquée,"11, rue de la Prairie - 02400 CHATEAU THIERRY"
10,Mosquée,"15 / 17, rue Pâtis Saint-Martin - 02400 CHATEAU THIERRY"
11,Mosquée,"11, rue Paulin Pecqueux - 02110 BOHAIN EN VERMANDOIS"
12,Mosquée,"31, route de Tergnier - 02800 BEAUTOR"
13,Mosquée de Saint Quentin,2 Rue Marcel Bugain   - 02100 SAINT-QUENTIN
0,Grande Mosquée de Compiègne,41 Quai du Clos des Roses - 60200 COMPIÈGNE
1,Mosquée Centre culturel montataire,153 Rue Louis Blanc - 60100 CREIL
2,Mosquée Bilal,42 Avenue Saint-Exupéry - 60180 NOGENT-SUR-OISE
3,Mosquée Omar ibn al Khattab,9 rue du mégret  - 60100 CREIL
4,La mosquée le soleil de Lorient,310 rue pasteur - 60700 PONT-SAINTE-MAXENCE
5,Mosquée Al Rahma,"30, rue Wenceslas Coutelier - 60600 CLERMONT"
6,Mosquée de Crepy en Valois,5 Avenue Levallois-Perret - 60800 CREPY EN VALOIS
7,Association cultuelle et culturelle de Villers-Saint-Paul,12 Allée Bellevue - 60870 VILLERS-SAINT-PAUL
8,Salle de Prière du quartier de Bellicart,Quartier Bellicart square de l'Echarde - 60200 COMPIEGNE
9,Mosquée Essalam,31  Rue Jean Moulin - 60100 CREIL
10,Mosquée,"39, rue du Martelois - 60150 THOUROTTE"
11,Mosquée,Chaussée Brunehaut - 60300 SENLIS
12,Mosquée EL Badr,"2, Rue Franklin - 60400 NOYON"
13,Mosquée,129 rue Jean Jaurès - 60180 NOGENT SUR OISE
14,Mosquée,"24, rue d'Amiens - 60200 COMPIEGNE"
15,Salle de prière foyer,"71, Rue du Général Mongeans - 60200 COMPIEGNE"
16,Mosquée,rue des Fontaines - 60600 CLERMONT
17,Mosquée,"3, rue d'Anjou - 60000 BEAUVAIS"
18,Mosquée,"165 bis, rue de Clermont - 60000 BEAUVAIS"
19,Mosquée Bilal,"22, Rue Jean De Lignieres - 60000 BEAUVAIS"
20,Mosquée HAMZA,"49, rue du Faubourg SAINT Jacques - 60000 BEAUVAIS"
21,Mosquée Abou Bakr,Rue Paul Valéry - 60100 CREIL
22,Ass. Cult. Musulmane de Clermont,Rue Emile Zola - 60600 CLERMONT
23,Salle de prière,26 Square Kennedy - 60400 NOYON
24,Salle de prière foyer,128 Rue de Roire - 60400 NOYON
25,Association De La Communauté Du Milli-Gorus ,Allée de la Poterie - 60180 NOGENT-SUR-OISE
26,Mosquée de Montataire,Rue Louis Blanc - 60160 MONTATAIRE
27,Association des Résidents du Foyer ,Avenue Louis Aragon - 60140 LIANCOURT
28,Association Culurelle Musulmane de Méru,Place Marcel Ponleve - 60110 MÉRU
29,Salle de prière foyer,188 Rue de la Gare - 60100 CREIL
30,Salle de prière foyer,188 Rue Louis Blanc - 60100 CREIL
31,Salle de prière Omar,Rue Jean Jaurès Nogent sur Oise  - 60100 CREIL
32,Mosquée Othman,Rue Georges Guynemer - 60100 CREIL
33, Mosquée El-Fatih ,49 Rue Henri Dunant - 60100 CREIL
34,Salle de prière foyer,Place de Richard  - 60000 COMPIEGNE
35,Mosquée Bilal,Rue de Clermont - 60000 BEAUVAIS
36,Salle de prière,71 Rue Magenta - 60000 COMPIEGNE
0,Mosquée  An-Nour,2 Boulevard du Port - 80000 AMIENS
1,Masjid al-MuHsiniin,14 Allée de l'Ile-de-France - 80000 AMIENS
2,Mosquée El Fath,375 Boulevard de Beauville - 80000 AMIENS
3,Mosquée Sounnah,Rue Victorine Autier - 80000 AMIENS
4,Centre Culturel Islamique D'Amiens,rue de Savoie - 80000 AMIENS
5,Mosquée,"5, rue des Francs Juges, - 80000 AMIENS"
6,Mosquée,rue Champagne - 80000 AMIENS
7,Mosquée,"40, rue Ronsard - 80000 AMIENS"
8,Mosquée,"21, route d'Allonville - 80000 AMIENS"
9,Mosquée,"19, avenue de L'Europe - 80000 AMIENS"
10,Salle De Prière,"40, rue Ronsard - 80000 AMIENS"
11,Salle de prière,"17, Rue de l'Europe - 80000 AMIENS"
12,MosquéeCentre Culturel IslamiqueBat T,Rue de Savoie Amiens Etouvié - 80000 AMIENS
13,Mosquée EN-Nour,"191 bis, rue de Doullens - 80000 AMIENS"
14,Masjid Badr ,33 Rue Winston Churchill - 80080 AMIENS
0,Mosquée ES-Salam,"13, rue de la Société Vinicole - 16100 COGNAC"
1,Mosquée d'Angouléme,55 Rue de la Charité  - 16000 ANGOULEME
2,Mosquée Ennour,Bât. K Champs de Manœuvres - 16800 SOYAUX
0,ACICM Association culturelle islamique de la Charente-Maritime,32 Avenue de Berne - 17000 LA ROCHELLE
1,Mosquée de Royan,9 rue gustave eiffel - 17200 SAINT SULPICE DE ROYAN
2,Mosquée,"4, rue des Coquelicots - 17300 ROCHEFORT"
3,Mosquée,"12, rue Eglantines - 17300 ROCHEFORT"
4,Mosquée EN-Nour,"39, rue du Général Paul Gondoet - 17300 ROCHEFORT"
0,Salle de priére Salam ,31 rue henri sellier - 79000 NIORT
1,Mosquée Al Rahma,avenue Emile zola - 79100 THOUARS
2,Mosquée Imam Malik,11 rue de temple - 79300 BRESSUIRE
3,Mosquée Al Amal,4 BIS avenue Victor Hugo - 79200 PARTHENAY
4,Salle De Prière," 4, rue François Champollion - 79000 NIORT"
5,Mosquée De Niort,"48, rue Henri Sellier - 79000 NIORT"
6,Mosquée,"10, impasse de Grand Champ, Les Fuchsias - 79300 BRESSUIRE"
0,Mosquée Essalem,60 Avenue Paul Painlevé - 86100 CHÂTELLERAULT
1,Mosquée de Châtellerault,16 Rue Emile Georget - 86100 CHÂTELLERAULT
2,La mosquée Al Rahma,6 rue du Languedoc - 86000 POITIERS
3,Nouvelle mosquée,Rue de la Vincenderie - 86000 POITIERS
0,Mosquée,"94, avenue du stade - 04200 SISTERON"
1,Mosquée,Quartier Beaulieu - 04200 SISTERON
2,Mosquée,"11, rue Quintrand - 04100 MANOSQUE"
3,Mosquée,"1, rue de la Liberté - 04100 MANOSQUE"
4,Mosquée,"5, rue Pied de Ville - 04000 DIGNE LES BAINS"
5,Mosquée EN-NASR ,Rue des Cabris - 04100 MANOSQUE
6,Mosquée Younès ,Rue de la Grande Fontaine - 04000 DIGNE-LES-BAINS
0,Mosquee de Gap,Rue de la boiserie - 05000 GAP
1,Mosquée Omar Ibn El-Khattab,27 route de la justice - 05000 GAP
0,Mosquée Ahlu Sunnah,1 avenue Maréchal Foch - 06220 VALLAURIS
1,Mosquée Al Madina Al Mounawara,1 Bis avenue du Petit Juas - 06400 CANNES
2,Salle de prière Châtaignier,17 Avenue du Châtaignier - 06600 ANTIBES
3,Mosquée Imane ,58 Rue Auguste Pégurier - 06200 NICE
4,Mosquée Iqraa,Avenue Michel Jourdan - 06150 CANNES
5,Mosquée de l'Association des Musulmans des Alpes Maritimes,"130, Boulevard de la Madeleine - 06000 NICE"
6,Salle de priere ,Avenue Saint Joseph - 06000 NICE
7,mosquée giuliani,18 rue emile leonard - 06300 NICE
8,Mosquée du Pays Grassois,Chemin de la madelein - 06130 GRASSE
9,Mosquée de Cagnes-sur-Mer,13 rue Modigliani - 06800 CAGNES-SUR-MER
10,Mosquée Al Fourkane,143 Boulevard de l'Ariane - 06000 NICE
11,Salle de prière,12 Rue de Suisse - 06000 NICE
12,Mosquée,"470, Chemin saint-Bernard - 06220 VALLAURIS"
13,Mosquée,Cité Paroissiale - 06140 VENCE
14,Mosquée,Quartier Lazaïne - 06220 VALLAURIS
15,Mosquée,"99, chemin des Arnauds - 06730 SAINT ANDRÉ"
16,Mosquée,Vallon de Font Marie - 06110 LE CANNET
17,Mosquée,"64, boulevard Dominique Blanqui - 06340 LA TRINITE"
18,Mosquée,Place de l'Eglise de l'Ariane - 06000 NICE
19,Mosquée,"20, Chemin du Château saint-Pierre - 06000 NICE"
20,Salle de prière,"59, avenue Joseph Raybaud - 06000 NICE"
21,Salle de prière,"5, rue Joseph Passeron - 06000 NICE"
22,Salle de prière,"273, rue de Grenoble - 06000 NICE"
23,Mosquée,"5, rue Pierre Séguran - 06000 NICE"
24,Salle de prière,Avenue du Maréchal De Lattre De Tassigny - 06210 MANDELIEU LA NAPOULE
25,Salle de prière,avenue Jean XXIII - 06130 GRASSE
26,Salle de prière,"88, route de Grasse - 06800 CAGNES SUR MER"
27,Mosquée,"9, rue du Cougnet - 06510 CARROS"
28,Mosquée,"7, rue Victor-Hugo - 06240 BEAUSOLEIL"
29,Mosquée,"1020, avenue des anciens combattants - 06240 BEAUSOLEIL"
30,Mosquée ar Rahma,30 Rue du Général Saramito - 06300 NICE
31,Mosquée Anour,66 Chemin de l'Olivet - 06110 LE CANNET
32,Mosquée,Chemin du Travail - 06800 CAGNES-SUR-MER
33,Salle de prière,Route de Sospel - 06500 MENTON
34,Mosquée,20 Rue Louis Blanc - 06400 CANNES
35,Association des Résidents du Foyer ,Chemin Romain - 06320 CAP-D'AIL
36,Mosquée De Vallauris ,Rue des Grands Horts - 06220 VALLAURIS
37,Mosquée Taqwa ,Rue de la Santoline - 06200 NICE
38,Mosquée Mahonias,Rue des Mahonias - 06200 NICE
39,Salle de prière foyer,Avenue des Buissons-Ardents  (face de la Clinique des Olivets) - 06150 CANNES
40,Mosquée De Grasse Association Cultuelle Z.I. du Carré,3 Rue des Quatre Coins - 06130 GRASSE
41,Mosquée EL-Ghaurane Association Culturelle Islamique ,37 Rue Droite - 06130 GRASSE
42,Salle de prière foyer,Chemin des Arnauds St André  - 06000 NICE
43,Salle de prière foyer,3 Rue de la Gendarmerie - 06000 NICE
44,Mosquée Mont Boron,248 Bd du Mont Boron - 06000 NICE
0,Mosquée Mariam,"50, Boulevard Viala - 13015 MARSEILLE"
1,Institut des Bleuets,8 rue Néoule Marseille - 13013 MARSEILLE
2,Mosquée Arrahma,"37, Boulevard Charles Mattei - 13014 MARSEILLE"
3,Salle de priére zemzem,"La maurelette, 1 place du commerce - 13015 MARSEILLE"
4,Mosquée des Cèdres,45 Bd Bouge - 13013 MARSEILLE
5,Mosquée plan d'Aou,chemin des Tuilleries - 13015 MARSEILLE
6,Mosquée la sincerité,52 rue mahbouti tir - 13014 MARSEILLE
7,Mosqueé Rahma,3 rue Philipe Lebon - 13200 ARLES
8,Mosquée,rue Bastide St-Jean - 13012 MARSEILLE
9,Mosquée Les Amis de la Paix,"320, Boulevard des Nations Unies - 13300 SALON DE PROVENCE"
10,Mosquée  Fajr Al Islam,2 rue ferrarie - 13005 MARSEILLE
11,Mosquée Consolat,Impasse Albarel Malavasi - 13015 MARSEILLE
12,Mosquée - centre Islamique,99 Boulevard De Strasbourg - 13003 MARSEILLE
13,Salle de prière,Avenue Jean Jaures - 13340 ROGNAC
14,Mosqueé Saint Remy,7 Zone Industrielle de la Gare - 13210 SAINT REMY DE PROVENCES
15,Mosquée Arles,9 Rue Augustin Tardieu - 13200 ARLES
16,Mosquée EL-ISLAH,"130, chemin de la Madrague-Ville - 13015 MARSEILLE"
17,Mosquée El Houjaj,24 avenues du corps expeditionnaire fr - 13010 MARSEILLE
18,Mosquèe IBnbaz,31 Boulevard Boues - 13003 MARSEILLE
19,Mosquée de Port St Louis,"4, rue de Septembre - 13230 PORT SAINT LOUIS DU RHÔNE"
20,Mosquée De Martigues,"18, rue du Peuple - 13500 MARTIGUES"
21,Mosquée ES-SUNNA,"32, rue Valere Bernard - 13127 VITROLLES"
22,Mosquée,"33, rue Lubières - 13150 TARASCON"
23,Mosquée,"6, rue Poissonnière - 13150 TARASCON"
24,Mosquée,route de Salon - 13310 SAINT MARTIN DE CRAU
25,Mosquée,"D2, la Gavotte Peyret - 13240 SEPTEMES LES VALLONS"
26,Mosquée,"79, Boulevard du Roi René - 13300 SALON DE PROVENCE"
27,Mosquée,"21, rue de l'arbousier - 13300 SALON DE PROVENCE"
28,Mosquée,"66, route de Caire Val - 13840 ROGNES"
29,Mosquée,avenue du groupe Manouchian - 13110 PORT DE BOUC
30,Mosquée,Quartier saint-Jean - 13110 PORT DE BOUC
31,Mosquée,Impasse des Contes - 13110 PORT DE BOUC
32,Mosquée,"2, rue Jules Guesde - 13110 PORT DE BOUC"
33,Mosquée ER-RAHMA,"16, Quai de la Liberté - 13110 PORT DE BOUC"
34,Mosquée ES-Salam,"7, rue de L'Egalité - 13140 MIRAMAS"
35,Mosquée,"9, rue de la Girouette, le Trident - 13140 MIRAMAS"
36,Mosquée,"2, rue Sylvia de Luca - 13500 MARTIGUES"
37,Mosquée,Allée des Espigau - 13500 MARTIGUES
38,Mosquée,"41, place de la Parette - 13011 MARSEILLE"
39,Mosquée NOUR ISLAM,route du Port de Lavera - 13500 MARTIGUES
40,Mosquée,cité Picon - 13014 MARSEILLE
41,Mosquée,"29, rue Lulli - 13001 MARSEILLE"
42,Mosquée,"54, avenue Felix Zoccola - 13015 MARSEILLE"
43,Mosquée,1 Traverse de la Matrague-Ville - 13015 MARSEILLE
44,Mosquée,"34, rue Loubon - 13003 MARSEILLE"
45,Mosquée,"69, chemin du Cap Janet - 13015 MARSEILLE"
46,Mosquée,"74, rue Felix Pyat - 13003 MARSEILLE"
47,Mosquée,"135, Chemin de la Commanderie - 13015 MARSEILLE"
48,Mosquée,"35, rue du Baignoir - 13001 MARSEILLE"
49,Mosquée,"17-19, Boulevard de la Barnière - 13010 MARSEILLE"
50,Mosquée,"44, Traverse du Moulin de la Vilette - 13003 MARSEILLE"
51,Mosquée,"33 / 35, avenue Corot - 13013 MARSEILLE"
52,Mosquée,"42, avenue saint-Paul - 13013 MARSEILLE"
53,Mosquée,rue Vallon des Tuves - 13015 MARSEILLE
54,Mosquée,Chemin du Merlan - 13013 MARSEILLE
55,Mosquée,"24, avenue du Cef - 13010 MARSEILLE"
56,Mosquée,"31, rue Longue des Capucins - 13001 MARSEILLE"
57,Mosquée,"13, rue des Bosquets - 13011 MARSEILLE"
58,Mosquée,"10, rue Gaillard - 13003 MARSEILLE"
59,Mosquée,rue Albert Marquet - 13013 MARSEILLE
60,Mosquée Avérroès,"23, rue Françis Pressensé - 13001 MARSEILLE"
61,Mosquée AT-Taqwa,"6, rue Bon Pasteur - 13001 MARSEILLE"
62,Mosquée DE L'ESTAQUE,"35, rue de la Redonne - 13016 MARSEILLE"
63,Mosquée EL-BADR,206 chemin Saint-Marthe - 13014 MARSEILLE
64,Mosquée DE LA RENAUDE,12 Boulevard Hérodote - 13013 MARSEILLE
65,Mosquée de la Castellane,"7, place du Merou - 13016 MARSEILLE"
66,Mosquée de la Bricarde,"125, boulevard Henri Barnier - 13015 MARSEILLE"
67,Mosquée TAHARA,"6, rue de l'Académie - 13001 MARSEILLE"
68,Mosquée EL-Houda,"98, avenue de la Croix Rouge - 13014 MARSEILLE"
69,Mosquée EN-NOUR,"51, avenue Frais Vallon - 13013 MARSEILLE"
70,Mosquée EN-NASR,"68, rue Alfred Cartel - 13010 MARSEILLE"
71,Mosquée ES-Salam,"11, rue Félix Pyat - 13003 MARSEILLE"
72,Mosquée ES-Salam,"50, rue Bernard du Bois - 13001 MARSEILLE"
73,Mosquée EL-Quods,"26, rue des Recolettes - 13001 MARSEILLE"
74,Mosquée ES-Sunna,"367, Boulevard National - 13003 MARSEILLE"
75,Mosquée EL-MOHSININNE,"7, rue des Icardins - 13002 MARSEILLE"
76,Mosquée ES-Salam,Chemin de la Bigotte - 13015 MARSEILLE
77,Mosquée Foi et Bonnes Oeuvres,"174, rue Gras Boeuf - 13003 MARSEILLE"
78,Mosquée EL-Houceine,"41, rue de la Pinède - 13011 MARSEILLE"
79,Mosquée EL-Forquane,avenue du Baou de Sormiou - 13009 MARSEILLE
80,Mosquée,Boulevard Jourdan - 13014 MARSEILLE
81,Mosquée,"4, avenue Marius Ruinat - 13700 MARIGNANE"
82,Mosquée,"26, rue de la Mission de France - 13001 MARSEILLE"
83,Mosquée,"28, avenue Lacanau - 13700 MARIGNANE"
84,Mosquée EL-FATH,"3, rue Molière - 13700 MARIGNANE"
85,Mosquée,Cité de la Gacourelette - 13640 LA ROQUE D ANTHERON
86,Mosquée EL-BOUKHARI,"6, avenue de l'Abeille - 13600 LA CIOTAT"
87,Mosquée,Chemin du Rouquier - 13800 ISTRES
88,Mosquée,avenue Ange Bertolloti - 13800 ISTRES
89,Mosquée,"14, Faubourg Gueydan - 13120 GARDANNE"
90,Mosquée,Cité Roussot route de Cavillon - 13440 CABANNES
91,Mosquée,rue la Marili - 13130 BERRE L ETANG
92,Mosquée,avenue Denis Padovani - 13130 BERRE L ETANG
93,Mosquée,"5, rue Paul Elouard - 13130 BERRE L ETANG"
94,Mosquée,Chemin du Petit Canedel - 13400 AUBAGNE
95,Mosquée Dar ES-Salam,"208, avenue des Soeurs de Gastine - 13400 AUBAGNE"
96,Mosquée,"1, rue François Villion - 13200 ARLES"
97,Mosquée,"1, rue du Grand Jas - 13200 ARLES"
98,Mosquée,"3, 5, boulevard du clos Gabriel - 13100 AIX EN PROVENCE"
99,Mosquée,56 Gaston Berger - 13100 AIX EN PROVENCE
100,Mosquée,"5, rue des Gondreaux - 13100 AIX EN PROVENCE"
101,Mosquée,"370, route de Berre - 13100 AIX EN PROVENCE"
102,Mosquée,chemin de Beauregard - 13100 AIX EN PROVENCE
103,Mosquée,"16, avenue du Petit Barthélémy - 13100 AIX EN PROVENCE"
104,Mosquée Dar ES-Salam,3 boulevard Henriot - 13100 AIX EN PROVENCE
105,Mosquée Ar rahma ,6 impasse des cultes  - 13800 ISTRES
106,Grande Mosquée de Marseille,9 Avenue Camille Pelletan - 13002 MARSEILLE
107,Mosquée Khalid Ibn Al Walid,24 Rue de Malaval - 13000 MARSEILLE
0,Mosquée,37 rue Gambetta - 83470 SAINT MAXIMIN LA SAINTE BAUME
1,Mosquée El-Fath,"Zone Artisanale croix-Valmer, Le Courberet - 83420 LA CROIX VALMER "
2,Mosquée Imam Malik,Le clapier de la legue route national 7 - 83340 LE LUC
3,Mosquée des Oeillets,849 boulevard des Armaris - 83100 TOULON
4,Mosquée Turque du Muy,73 Route Nationale 7 - 83490 LE MUY
5,Mosquée Nour El Houda,Impasse Saint Henri - 83300 DRAGUIGNAN
6,Mosquée de Vidauban,9 chemin de la coualo - 83550 VIDAUBAN
7,La mosquée ACMG-La Garde,457 avenue Jean Jaurés - 83130 LA GARDE
8,Mosquée Al Imane,28 avenue 18 juin 1940 - 83300 DRAGUIGNAN
9,Projet de la mosquée de La Seyne sur Mer,Avenue Jean Bartolini - 83500 LA SEYNE SUR MER
10,Mosquée,645 avenue Jean-Bartolini - 83500 LA SEYNE SUR MER
11,Mosquée De Lorgues,"12, rue des Badiers - 83510 LORGUES"
12,Mosquée de Cogolin ,route de lorgue - 83310 COGOLIN
13,Mosquée,"50, Boulevard Flamenq - 83000 TOULON"
14,Mosquée,place des Iris - 83000 TOULON
15,Mosquée,Avenue du Commandant Marchand - 83000 TOULON
16,Mosquée,"22, route Coulomier - 83000 TOULON"
17,Mosquée ET-Tawhid,"4, Route Nationale 7 - 83490 LE MUY"
18,Mosquée,"1 bis, rue Lefevre - 83500 LA SEYNE SUR MER"
19,Mosquée,"12 B, avenue Achille-Roubier-le-Pigeonnier - 83920 LA MOTTE"
20,Mosquée,"14 ZA, Le Bas-Jasson - 83250 LA LONDE LES MAURES"
21,Mosquée,"54, rue Jacques Prévert - 83130 LA GARDE"
22,Mosquée,rue Val des Rougières - 83400 HYERES
23,Mosquée,"23, Boulevard Lazarine - 83400 HYERES"
24,Mosquée,"4, rue Franklin - 83400 HYERES"
25,Mosquée ET-Taqwa,"195, boulevard Rempart - 83300 DRAGUIGNAN"
26,Mosquée D'ER-Rahma,"20, rue des Quatre Frères Bernard - 83390 CUERS"
27,Mosquée El-Ansar,"32, rue Fontaine Vieille - 83310 COGOLIN"
28,Mosquée En-Nour,"12, rue Tourmalaute - 83170 BRIGNOLES"
29,Mosquée,"400, chemin de la vieille - 83230 BORMES LES MIMOSAS"
30,mosquée El Feth,615 Rue Marcel Pagnol - 83600  FRÉJUS
31,Salle de prière,Boulevard Ferdinand de Lesseps - 83000 TOULON
32,Mosquée Ligue des Musulmans du Var,12 Rue de pomet - 83000 TOULON
33,Mosquée An nour ,Rue Vincent Courdouan - 83000 TOULON
34,Salle de prière,10 Rue de la Pomme de Pin - 83000 TOULON
0,Mosquée As-Sunnah - Le Pontet,Avenue Théophile Delorme - 84130 LE PONTET
1,Mosquée Al Rahma,"Place du viguier, Reine Jeanne - 84000 AVIGNON"
2,Mosquée Oiseaux,29 avenue la Croix des Oiseaux - 84000 AVIGNON
3,Mosquée de la lumiére du ciel,342 avenue de fourchevilles - 84100 ORANGE
4,Mosquée Es Salam,Avenue John Fitzgerald Kennedy - 84200 CARPENTRAS
5,Mosquée d'Apt,rue du mistral - 84400 APT
6,Mosquée De Valréas,"65, Grande rue - 84600 VALREAS"
7,Mosquée,"2, rue Provence - 84110 VAISON LA ROMAINE"
8,Mosquée EL-Nasr,Cité Griffons - 84700 SORGUES
9,Salle De Prière,rue Grande - 84120 PERTUIS
10,Mosquée,"26, rue Victor Hugo - 84100 ORANGE"
11,Mosquée,"114, avenue Sainte-Catherine - 84140 MONTFAVET"
12,Mosquée,"1, rue Garibaldi - 84130 LE PONTET"
13,Mosquée,rue Panisset - 84130 LE PONTET
14,Mosquée,"511, route Bords du Rhône - 84130 LE PONTET"
15,Mosquée,"34, avenue Alphonse Daudet - 84130 LE PONTET"
16,Mosquée,rue Plein Ciel - 84300 CAVAILLON
17,Mosquée,"74, rue du Hameau sainte-Anne - 84300 CAVAILLON"
18,Mosquée,"16, rue de Versins - 84200 CARPENTRAS"
19,Mosquée,"16, Impasse du Carmel - 84200 CARPENTRAS"
20,Mosquée Essounna,"1, rue Fabre-d'Eglantine - 84000 AVIGNON"
21,Mosquée,"115, avenue Monclar - 84000 AVIGNON"
22,Salle De Prière,rue Mistral - 84000 AVIGNON
23,Salle De Prière,"14, Place Ripert de Montalar - 84000 AVIGNON"
24,Mosquée la Rocade,Quartier la Rocade - 84000 AVIGNON
25,Mosquée El Fath,165 Rue Raymond Raud - 84500 BOLLÈNE
26,Mosquée Attaouba,Avenue de Provence - 84300 CAVAILLON
27,Mosquée Montfavet,Avenue de Sainte-Catherine - 84140 AVIGNON
28,Mosquée En-Nour,Rue des Tanneurs - 84100 ORANGE
29,Salle de prière,Cité les Griffons  - 84000 SORGUES
30,Mosquée Es-Sounna,Rue d'Alger - 84000 AVIGNON
31,Mosquée As-Salaf,Rue Madame de Sévigné - 84000 AVIGNON
32,Mosquée Turc,73 Avenue Eisenhower - 84000 AVIGNON
33,Mosquée El Boukhari,Avenue Joseph d'Arbaud - 84000 AVIGNON
0,Mosquée El-Mohssinine ,29 rue de la Croix Blanche - 01000 BOURG-EN-BRESSE
1,Mosquée et centre culturel de Montréal La Cluse,"54, rue des savoies - 01460 MONTRÉAL-LA-CLUSE"
2,Mosquée Turque,5 rue dela Paix - 01100 OYONNAX
3,Centre Culturel des Musulmans du Pays de Gex,16 rue de Genève - 01210 FERNEY VOLTAIRE
4,Mosquée,214 allée des Lilas - 01120 MONTLUEL
5,Mosquée,169 route de Paris - 01600 TRÉVOUX
6,Mosquée,07 rue du Bois - 01600 TRÉVOUX
7,Salle de prière,169 route de Paris - 01440 VIRIAT
8,Salle de prière,4 rue de l'hopital - 01440 VIRIAT
9,Salle de prière,3 rue de Bordeaux - 01630 SAINT GENIS POUILLY
10,Salle de prière,40 rue Saint Exupery - 01100 OYONNAX
11,Salle de prière,34 rue du 8 mai 1945 - 01100 OYONNAX
12,Mosquee Ar-Rahma,01 route d'Apremont - 01100 OYONNAX
13,Mosquée,146 rue des bleuets - 01120 MONTLUEL
14,Salle de prière,214 allee des Lilas - 01120 MONTLUEL
15,Salle de prière,42 rue Puits Rollet - 01120 MONTLUEL
16,Mosquée,16 rue de l'Avenir - 01200 BELLEGARDE SUR VALSERINE
17,Salle de prière,65/69 allee Maryse Bastie - 01200 BELLEGARDE SUR VALSERINE
18,Mosquée,4 rue Beau site - 01200 BELLEGARDE SUR VALSERINE
19,Salle de prière,14 rue Louis Dumont - 01200 BELLEGARDE SUR VALSERINE
20,Salle de prière ,Avenue Paul Painlevé - 01500 AMBÉRIEU-EN-BUGEY
21,Mosquée Et-Taqwa ,5 Rue du Pont des Chèvres - 01000 BOURG-EN-BRESSE
22,Salle de prière ,148 Avenue Amédée Mercier - 01000 BOURG-EN-BRESSE
23,Salle de prière,Allée Maryse Bastié - 01200 CHÂTILLON-EN-MICHAILLE
24,Mosquée OKBA IBNO NAFAA,15 Avenue du Docteur Boyer - 01800 MEXIMIEUX
25,Mosquée Miribel,Rue de la Paix - 01700 MIRIBEL
26,Salle de prière ,3 Rue du Bordeaux - 01630 SAINT-GENIS-POUILLY
